X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,y
0.04296875,0.00390625,0.001302083,0.0703125,0.026041667,0.00390625,0.006510417,0.08203125,0.010416667,0,0.0625,0,0.002604167,0.014322917,0.037760417,0.001302083,0.020833333,0.07421875,0.001302083,0.041666667,0,0.029947917,0.12109375,0.002604167,0.028645833,0.01171875,0.059895833,0.209635417,0,0.0234375,0,0.009114583,0
0.092307692,0,0.092307692,0.007692308,0.046153846,0,0.015384615,0.007692308,0,0.084615385,0.023076923,0.007692308,0.007692308,0.007692308,0.069230769,0,0.061538462,0.161538462,0,0,0,0.038461538,0,0.1,0.069230769,0.015384615,0,0.053846154,0.007692308,0.015384615,0.007692308,0.007692308,0
0.003333333,0,0,0.153333333,0.006666667,0,0,0,0.243333333,0,0.116666667,0,0,0.016666667,0,0.033333333,0,0.083333333,0.07,0,0,0.003333333,0.203333333,0,0,0.03,0,0,0,0,0,0.036666667,0
0.0625,0,0.0125,0.01875,0.125,0,0,0.2875,0,0,0.0125,0,0,0,0.01875,0,0,0.1625,0,0,0,0.0625,0,0.00625,0,0.0125,0,0.18125,0,0,0,0.0375,0
0.064380787,0.015190972,0.021122685,0.171440972,0.025318287,0.061342593,0.184751157,0.086082176,0.057436343,0,0.07349537,0,0.000144676,0.007233796,0.001012731,0.007667824,0,0.109375,0.002025463,0.004918981,0,0.02734375,0.002893519,0.002893519,0.000289352,0.008969907,0.000578704,0.029079861,0,0.031684028,0.000289352,0.003038194,1
0.048177083,0,0.018229167,0.09375,0.311197917,0.001302083,0.01171875,0.259114583,0,0.009114583,0.0078125,0,0,0.006510417,0.0078125,0.001302083,0,0.071614583,0,0.001302083,0,0.005208333,0.013020833,0.03125,0.015625,0.009114583,0.005208333,0.046875,0.005208333,0.002604167,0.010416667,0.006510417,1
0.103732639,0.030815972,0.056857639,0.008246528,0.024305556,0.090277778,0.033420139,0.0546875,0.01953125,0.002170139,0.04296875,0.001736111,0.004340278,0.0078125,0.010850694,0.006944444,0.001736111,0.118489583,0.005208333,0,0.007378472,0.064670139,0.037760417,0.004774306,0.029079861,0.027777778,0.014322917,0.130642361,0.025607639,0.024305556,0.002170139,0.007378472,1
0,0,0.1375,0,0.025,0.125,0.0125,0.025,0,0,0.05,0,0,0,0,0,0,0.2125,0,0,0,0.2,0,0.025,0,0,0,0,0.0625,0.125,0,0,1
0.00445254,0.010321797,0.11009917,0.1078729,0.030560615,0.035822708,0.091074681,0.058490184,0.155231734,0.001214329,0.13458814,0,0.000202388,0.001214329,0.000202388,0,0.000404776,0.106051407,0.001214329,0,0,0.023679417,0.013964784,0.012143291,0.011333738,0.004047764,0.007083586,0.02448897,0.004047764,0.04675167,0.002833435,0.000607165,1
0,0.0125,0.0625,0.0375,0,0.15,0,0,0.0125,0.05,0.175,0,0,0,0,0,0.0625,0.0875,0,0,0,0.0625,0,0,0,0,0,0,0.0375,0.05,0.1875,0.0125,1
0.005928854,0.023715415,0.02173913,0.014822134,0.019762846,0.01284585,0.01284585,0.000988142,0.16798419,0.009881423,0.16798419,0.011857708,0,0,0,0.121541502,0,0.15513834,0,0,0,0.077075099,0.024703557,0.001976285,0,0.065217391,0,0,0,0.053359684,0.001976285,0.028656126,1
0.05,0,0,0.1,0.0375,0,0,0.0375,0.025,0,0.2,0,0,0.05,0,0.0125,0,0.4375,0,0,0,0.025,0.025,0,0,0,0,0,0,0,0,0,1
0.001131222,0.031674208,0,0,0.003393665,0.014705882,0,0,0.003393665,0.089366516,0.020361991,0,0,0.028280543,0,0.121040724,0,0.035067873,0,0,0.038461538,0.085972851,0.128959276,0,0,0.002262443,0.031674208,0.004524887,0.074660633,0.063348416,0.221719457,0,1
0,0.109375,0.109375,0.03125,0.09375,0,0,0,0,0,0.171875,0,0,0.078125,0,0,0,0.21875,0,0,0,0.046875,0,0,0,0.09375,0,0,0,0.046875,0,0,1
0,0,0.095238095,0.007936508,0.007936508,0.007936508,0.26984127,0,0,0.03968254,0.047619048,0,0,0,0,0.007936508,0,0.063492063,0,0,0,0.293650794,0,0.063492063,0.023809524,0,0,0.007936508,0.007936508,0.055555556,0,0,1
0.002278646,0.009440104,0.049804688,0.007161458,0.002278646,0,0.253255208,0.013020833,0.024739583,0,0.169596354,0.000976563,0,0.012695313,0,0.203450521,0,0.124674479,0,0,0,0.076822917,0.026367188,0.000651042,0,0.007161458,0.001953125,0.002604167,0,0.011067708,0,0,1
0.0625,0.0125,0.075,0.0625,0.0125,0,0.0875,0,0,0,0.175,0,0,0.0125,0,0.0125,0,0.225,0,0.05,0,0.0375,0.025,0,0,0,0,0,0.1375,0,0,0.0125,1
0.01953125,0.080729167,0.04296875,0.072916667,0.009114583,0.005208333,0.001302083,0.165364583,0.040364583,0,0.078125,0,0.001302083,0.022135417,0.001302083,0.028645833,0,0.140625,0.001302083,0,0,0.11328125,0.033854167,0,0.006510417,0.002604167,0.0078125,0.09765625,0,0.02734375,0,0,1
0,0.180989583,0.14453125,0.01171875,0.026041667,0.1015625,0.010416667,0.001302083,0.00390625,0,0.037760417,0,0,0.001302083,0,0.029947917,0,0.153645833,0.001302083,0,0,0.173177083,0.001302083,0,0,0,0,0,0,0.119791667,0,0.001302083,1
0.488888889,0,0.022222222,0.021111111,0.056666667,0.007777778,0.001111111,0.056666667,0.006666667,0,0.034444444,0,0,0,0.067777778,0.002222222,0.002222222,0.07,0,0.005555556,0,0.02,0.045555556,0,0.001111111,0.03,0.008888889,0.034444444,0,0.014444444,0,0.002222222,1
0.001173906,0.021801107,0.034210968,0.00201241,0.082341103,0.288110012,0.011068254,0.000503102,0.013416066,0,0.058024484,0,0,0.000167701,0,0.001844709,0,0.242663089,0.000670803,0,0,0.111185645,0,0.03068925,0,0.001006205,0,0.000167701,0.005869529,0.07546537,0,0.017608586,1
0,0.032407407,0,0.002314815,0.034722222,0.039351852,0,0,0,0.016203704,0.027777778,0,0.002314815,0.023148148,0.002314815,0,0,0.12037037,0.002314815,0,0,0.127314815,0.025462963,0,0,0.1875,0.173611111,0.002314815,0,0.048611111,0.131944444,0,1
0,0.076363636,0.00969697,0.015757576,0.002424242,0.053333333,0.001212121,0.002424242,0,0.077575758,0.071515152,0,0,0.055757576,0,0.007272727,0,0.122424242,0,0,0,0.195151515,0.003636364,0.008484848,0,0.023030303,0,0,0,0.144242424,0.12969697,0,1
0.042735043,0,0.017094017,0.008547009,0.042735043,0.068376068,0,0,0,0,0.051282051,0,0,0.025641026,0,0,0,0.273504274,0,0,0,0.299145299,0.008547009,0,0,0.034188034,0,0,0,0.128205128,0,0,1
0.01,0.26,0.02,0,0,0.046666667,0.016666667,0,0.006666667,0,0.053333333,0,0,0.01,0,0.05,0,0.046666667,0,0,0,0.143333333,0.013333333,0,0,0,0,0,0,0.323333333,0,0,1
0,0,0.161538462,0,0.084615385,0.046153846,0.007692308,0,0,0,0.030769231,0,0,0,0,0,0,0.115384615,0,0,0,0.346153846,0,0.046153846,0,0,0,0,0,0.138461538,0.023076923,0,1
0,0,0,0.028571429,0.028571429,0.2,0,0,0,0,0.028571429,0,0,0,0,0,0,0.371428571,0,0,0,0.114285714,0.028571429,0,0,0,0.028571429,0,0,0.142857143,0.028571429,0,1
0.204545455,0,0.011363636,0.181818182,0.193181818,0,0.147727273,0.022727273,0,0,0,0,0,0,0,0.022727273,0,0.181818182,0,0,0,0,0.022727273,0,0,0,0,0.011363636,0,0,0,0,1
0.003377237,0.016886187,0.004559271,0.046437015,0.045254981,0,0.016548463,0.002026342,0.024147248,0.031408308,0.065180682,0,0.000844309,0.135427221,0.028537656,0.006754475,0,0.074805809,0.005741304,0.001013171,0.000168862,0.004221547,0.000506586,0.071766295,0.158730159,0.03968254,0.001013171,0.013846673,0.170888213,0.000506586,0.029381966,0.000337724,1
0.015625,0,0.015625,0,0.171875,0,0,0.015625,0,0,0.0625,0,0,0,0.078125,0,0,0.515625,0,0,0,0.0625,0,0.015625,0,0.015625,0.015625,0.015625,0,0,0,0,1
0.015625,0.078125,0.0625,0.015625,0,0,0.03125,0,0.140625,0,0.328125,0,0,0,0,0.015625,0,0.21875,0,0,0,0.078125,0,0,0,0,0,0,0,0,0,0.015625,1
0,0.2125,0.0625,0,0.1875,0,0,0,0,0.0125,0,0,0,0,0,0,0,0.0875,0,0,0,0.1625,0.0375,0.1,0.0625,0,0.0625,0,0,0,0.0125,0,1
0.110159119,0.01999184,0.025907793,0.058547532,0.02243982,0.027947776,0.205732354,0.073643411,0.039575683,0.000407997,0.027947776,0.00754794,0.006731946,0.001529988,0.032333741,0.057731538,0.002753978,0.055283558,0.003569971,0.000917993,0,0.010403917,0.046919625,0.008261934,0.026417789,0.02254182,0.01621787,0.044675643,0.000917993,0.022949816,0.009383925,0.010607915,1
0.161538462,0,0.169230769,0.192307692,0.023076923,0,0.007692308,0.1,0.046153846,0,0.092307692,0,0,0,0,0.015384615,0,0.1,0,0,0,0.015384615,0,0,0,0.061538462,0,0.007692308,0,0.007692308,0,0,1
0.056122449,0.00085034,0.100765306,0.023384354,0.030187075,0,0.05952381,0.017431973,0.066751701,0.033588435,0.029336735,0,0,0.00042517,0.031462585,0.012329932,0.008928571,0.037840136,0.284438776,0,0,0.005102041,0.008078231,0.113520408,0.012329932,0.004676871,0.00297619,0.024659864,0,0.00042517,0.00127551,0.033588435,1
0.0625,0,0,0.078125,0.015625,0,0,0.046875,0,0.15625,0.0625,0,0,0.21875,0,0.015625,0,0.203125,0,0,0,0,0.015625,0.09375,0.015625,0.015625,0,0,0,0,0,0,1
0,0,0.0375,0.0875,0.025,0,0.025,0.0125,0.0125,0,0.175,0,0,0,0,0,0,0.45,0.025,0,0,0.1,0,0,0,0,0,0,0,0,0,0.05,1
0.05,0,0.025,0.025,0.1375,0.0375,0,0.0125,0.075,0,0.175,0,0,0.0375,0,0,0,0.0875,0,0,0,0.125,0,0,0,0,0,0.0125,0,0.15,0,0.05,1
0.000526316,0.003684211,0.129473684,0.078421053,0.068947368,0.000526316,0.042105263,0.024736842,0.061578947,0,0.2,0,0.000526316,0.004736842,0,0.003684211,0,0.337894737,0.000526316,0,0,0.023157895,0.004736842,0.004210526,0.000526316,0.005789474,0,0.001052632,0,0.001578947,0,0.001578947,1
0.001028807,0.008487654,0.110082305,0.023148148,0.053240741,0.006687243,0.018518519,0.003600823,0.261059671,0,0.126028807,0.000257202,0.002057613,0.006944444,0.000257202,0.002572016,0,0.275205761,0.017746914,0.000257202,0.000771605,0.04526749,0.009516461,0.002057613,0.00154321,0,0,0.001028807,0.004886831,0.00617284,0,0.011574074,1
0.05,0,0.025,0,0.175,0,0,0,0,0,0.1125,0,0,0,0,0,0,0.575,0,0,0,0.0125,0,0,0,0.05,0,0,0,0,0,0,1
0.028846154,0.052884615,0.046474359,0.013621795,0.016826923,0.205128205,0.024839744,0.053685897,0.016025641,0,0.051282051,0,0,0,0,0.003205128,0,0.193108974,0,0,0,0.109775641,0.000801282,0,0,0,0.019230769,0.018429487,0,0.145032051,0,0.000801282,1
0.037037037,0.009259259,0.064814815,0.018518519,0.009259259,0,0.009259259,0.018518519,0.009259259,0,0.12037037,0,0,0.037037037,0,0,0,0.25,0,0,0,0.333333333,0,0,0,0.055555556,0,0.009259259,0,0.018518519,0,0,1
0.1125,0,0.2,0.025,0.1,0,0.175,0,0,0,0.0125,0,0,0,0.0625,0,0,0.2875,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,1
0.02991453,0.05042735,0.111111111,0.013675214,0.126495726,0,0.128205128,0.011965812,0.046153846,0.001709402,0.11025641,0.014529915,0.013675214,0.036752137,0.007692308,0.035897436,0,0.138461538,0,0.005982906,0,0.011965812,0.018803419,0.032478632,0.009401709,0.011111111,0,0.006837607,0.021367521,0,0.005128205,0,1
0.137686861,0,0.027537372,0.085759245,0.034618411,0,0.007081039,0.159716758,0.191974823,0,0.095987411,0,0.016522423,0,0,0.000786782,0,0.119590873,0.004720692,0,0,0,0.002360346,0.001573564,0,0,0.004720692,0.094413847,0,0,0.004720692,0.010228167,1
0.05,0,0.05,0,0.05,0,0,0,0,0,0.15,0,0.075,0.1375,0,0,0,0.375,0,0,0,0.025,0,0.025,0,0.0625,0,0,0,0,0,0,1
0.013684211,0.035263158,0.033157895,0.057894737,0.086842105,0.022105263,0.080526316,0.008421053,0,0,0.032631579,0.055789474,0.059473684,0.061052632,0,0,0,0.103157895,0,0.141578947,0.003157895,0.028947368,0,0.003684211,0,0.118421053,0,0,0.005263158,0.048947368,0,0,1
0.166666667,0,0.055555556,0,0,0.041666667,0,0.013888889,0,0,0,0,0,0,0,0,0.069444444,0.208333333,0,0,0,0.25,0.027777778,0,0,0,0,0,0,0.166666667,0,0,1
0.137387387,0,0,0.079954955,0.079954955,0,0,0.130630631,0,0,0,0,0.003378378,0,0.028153153,0,0.011261261,0.064189189,0,0.037162162,0,0,0.002252252,0,0.005630631,0,0.217342342,0.150900901,0,0,0.051801802,0,1
0.010336239,0.035990037,0.002615193,0.008841843,0.006600249,0.340971357,0,0.002739726,0.033748443,0.000373599,0.027521793,0.001494396,0.001494396,0.082938979,0.002241594,0.002366127,0,0.022665006,0,0.000249066,0,0.022166874,0.026650062,0.00747198,0.079202989,0.190286426,0.003985056,0.031506849,0,0.050062267,0.005105853,0.000373599,1
0,0,0.0625,0,0.03125,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0.125,0,0,0,0,0,0,0.09375,0,0,0,1
0,0,0.09375,0.03125,0.015625,0,0,0,0,0.015625,0.046875,0,0,0,0,0,0.078125,0.296875,0.03125,0,0,0.21875,0,0,0,0,0.015625,0,0,0.03125,0.125,0,1
0.022727273,0,0.068181818,0,0.090909091,0,0,0.011363636,0,0.034090909,0.068181818,0,0.011363636,0,0,0,0,0.409090909,0,0,0,0.125,0.022727273,0,0,0.056818182,0,0.011363636,0.011363636,0.034090909,0.022727273,0,1
0.030143541,0.00861244,0.002870813,0.025358852,0.040669856,0.023923445,0,0.022009569,0.082296651,0.000956938,0.158373206,0.001435407,0.013875598,0.009090909,0.015311005,0.009090909,0.002870813,0.141626794,0.068899522,0.019138756,0,0.044497608,0.009090909,0.011004785,0.01722488,0.005741627,0.00430622,0.035406699,0,0.026794258,0.000956938,0.168421053,2
0,0,0.030769231,0,0.2,0,0.007692308,0,0.007692308,0,0.038461538,0.123076923,0.023076923,0.015384615,0,0,0,0.169230769,0,0.084615385,0.015384615,0.176923077,0,0,0,0.015384615,0,0,0,0.076923077,0,0.015384615,2
